1 0 
-1 0 
0 1 
0 -1 

1 1 
1 -1 
-1 1 
-1 -1 
2 1 
2 -1 
-2 1 
-2 -1 
1 2 
1 -2 
-1 2 
-1 -2 
3 2 
3 -2 
-3 2 
-3 -2 
2 3 
2 -3 
-2 3 
-2 -3 
4 1 
4 -1 
-4 1 
-4 -1 
1 4 
1 -4 
-1 4 
-1 -4 
5 2 
5 -2 
-5 2 
-5 -2 
2 5 
2 -5 
-2 5 
-2 -5 
5 4 
5 -4 
-5 4 
-5 -4 
4 5 
4 -5 
-4 5 
-4 -5 
6 1 
6 -1 
-6 1 
-6 -1 
1 6 
1 -6 
-1 6 
-1 -6 
6 5 
6 -5 
-6 5 
-6 -5 
5 6 
5 -6 
-5 6 
-5 -6 
7 2 
7 -2 
-7 2 
-7 -2 
2 7 
2 -7 
-2 7 
-2 -7 
8 3 
8 -3 
-8 3 
-8 -3 
3 8 
3 -8 
-3 8 
-3 -8 
8 5 
8 -5 
-8 5 
-8 -5 
5 8 
5 -8 
-5 8 
-5 -8 
8 7 
8 -7 
-8 7 
-8 -7 
7 8 
7 -8 
-7 8 
-7 -8 
9 4 
9 -4 
-9 4 
-9 -4 
4 9 
4 -9 
-4 9 
-4 -9 
10 1 
10 -1 
-10 1 
-10 -1 
1 10 
1 -10 
-1 10 
-1 -10 
10 3 
10 -3 
-10 3 
-10 -3 
3 10 
3 -10 
-3 10 
-3 -10 
10 7 
10 -7 
-10 7 
-10 -7 
7 10 
7 -10 
-7 10 
-7 -10 
10 9 
10 -9 
-10 9 
-10 -9 
9 10 
9 -10 
-9 10 
-9 -10 
11 4 
11 -4 
-11 4 
-11 -4 
4 11 
4 -11 
-4 11 
-4 -11 
11 6 
11 -6 
-11 6 
-11 -6 
6 11 
6 -11 
-6 11 
-6 -11 
12 7 
12 -7 
-12 7 
-12 -7 
7 12 
7 -12 
-7 12 
-7 -12 
13 2 
13 -2 
-13 2 
-13 -2 
2 13 
2 -13 
-2 13 
-2 -13 
13 8 
13 -8 
-13 8 
-13 -8 
8 13 
8 -13 
-8 13 
-8 -13 
13 10 
13 -10 
-13 10 
-13 -10 
10 13 
10 -13 
-10 13 
-10 -13 
13 12 
13 -12 
-13 12 
-13 -12 
12 13 
12 -13 
-12 13 
-12 -13 
14 1 
14 -1 
-14 1 
-14 -1 
1 14 
1 -14 
-1 14 
-1 -14 
14 9 
14 -9 
-14 9 
-14 -9 
9 14 
9 -14 
-9 14 
-9 -14 
14 11 
14 -11 
-14 11 
-14 -11 
11 14 
11 -14 
-11 14 
-11 -14 
15 2 
15 -2 
-15 2 
-15 -2 
2 15 
2 -15 
-2 15 
-2 -15 
15 4 
15 -4 
-15 4 
-15 -4 
4 15 
4 -15 
-4 15 
-4 -15 
15 14 
15 -14 
-15 14 
-15 -14 
14 15 
14 -15 
-14 15 
-14 -15 
16 1 
16 -1 
-16 1 
-16 -1 
1 16 
1 -16 
-1 16 
-1 -16 
16 5 
16 -5 
-16 5 
-16 -5 
5 16 
5 -16 
-5 16 
-5 -16 
16 9 
16 -9 
-16 9 
-16 -9 
9 16 
9 -16 
-9 16 
-9 -16 
17 2 
17 -2 
-17 2 
-17 -2 
2 17 
2 -17 
-2 17 
-2 -17 
17 8 
17 -8 
-17 8 
-17 -8 
8 17 
8 -17 
-8 17 
-8 -17 
17 10 
17 -10 
-17 10 
-17 -10 
10 17 
10 -17 
-10 17 
-10 -17 
17 12 
17 -12 
-17 12 
-17 -12 
12 17 
12 -17 
-12 17 
-12 -17 
18 5 
18 -5 
-18 5 
-18 -5 
5 18 
5 -18 
-5 18 
-5 -18 
18 7 
18 -7 
-18 7 
-18 -7 
7 18 
7 -18 
-7 18 
-7 -18 
18 17 
18 -17 
-18 17 
-18 -17 
17 18 
17 -18 
-17 18 
-17 -18 
19 6 
19 -6 
-19 6 
-19 -6 
6 19 
6 -19 
-6 19 
-6 -19 
19 10 
19 -10 
-19 10 
