0	0	0	0
0	0.000256222	20	0
0	0.000512444	20	0
0	0.000768666	20	0
0	0.00102489	20	0
0	0.00128111	20	0
0	0.00153733	20	0
0	0.00179355	20	0
0	0.00204978	20	0
0	0.002306	20	0
0	0.00256222	20	0
0	0.00281844	20	0
0	0.00307466	20	0
0	0.00333089	20	0
0	0.00358711	20	0
0	0.00384333	20	0
0	0.00409955	20	0
0	0.00435577	20	0
0	0.004612	20	0
0	0.00486822	20	0
0	0.00512444	20	0
0	0.00538066	20	0
0	0.00563688	20	0
0	0.00589311	20	0
0	0.00614933	20	0
0	0.00640555	20	0


0.05	0	0	0
0.05	0.000256222	8.74545	0.0110657
0.05	0.000512444	15.7593	0.0372899
0.05	0.000768666	19.1246	0.0579898
0.05	0.00102489	19.9127	0.0647223
0.05	0.00128111	19.996	0.0656332
0.05	0.00153733	19.9999	0.0656856
0.05	0.00179355	20	0.0656869
0.05	0.00204978	20	0.0656869
0.05	0.002306	20	0.0656869
0.05	0.00256222	20	0.0656869
0.05	0.00281844	20	0.0656869
0.05	0.00307466	20	0.0656869
0.05	0.00333089	20	0.0656869
0.05	0.00358711	20	0.0656869
0.05	0.00384333	20	0.0656869
0.05	0.00409955	20	0.0656869
0.05	0.00435577	20	0.0656869
0.05	0.004612	20	0.0656869
0.05	0.00486822	20	0.0656869
0.05	0.00512444	20	0.0656869
0.05	0.00538066	20	0.0656869
0.05	0.00563688	20	0.0656869
0.05	0.00589311	20	0.0656869
0.05	0.00614933	20	0.0656869
0.05	0.00640555	20	0.0656869


0.1	0	0	0
0.1	0.000256222	6.2533	0.00398517
0.1	0.000512444	12.0217	0.0149529
0.1	0.000768666	16.3793	0.0286862
0.1	0.00102489	18.801	0.0393214
0.1	0.00128111	19.7238	0.0445137
0.1	0.00153733	19.9569	0.0461124
0.1	0.00179355	19.9955	0.0464249
0.1	0.00204978	19.9997	0.046464
0.1	0.002306	20	0.0464671
0.1	0.00256222	20	0.0464673
0.1	0.00281844	20	0.0464673
0.1	0.00307466	20	0.0464673
0.1	0.00333089	20	0.0464673
0.1	0.00358711	20	0.0464673
0.1	0.00384333	20	0.0464673
0.1	0.00409955	20	0.0464673
0.1	0.00435577	20	0.0464673
0.1	0.004612	20	0.0464673
0.1	0.00486822	20	0.0464673
0.1	0.00512444	20	0.0464673
0.1	0.00538066	20	0.0464673
0.1	0.00563688	20	0.0464673
0.1	0.00589311	20	0.0464673
0.1	0.00614933	20	0.0464673
0.1	0.00640555	20	0.0464673


0.15	0	0	0
0.15	0.000256222	5.12072	0.00217993
0.15	0.000512444	10.0194	0.00841722
0.15	0.000768666	14.2106	0.0172838
0.15	0.00102489	17.2135	0.0261523
0.15	0.00128111	18.925	0.0326352
0.15	0.00153733	19.6756	0.0361031
0.15	0.00179355	19.9245	0.0374605
0.15	0.00204978	19.9866	0.0378504
0.15	0.002306	19.9982	0.037933
0.15	0.00256222	19.9998	0.037946
0.15	0.00281844	20	0.0379475
0.15	0.00307466	20	0.0379477
0.15	0.00333089	20	0.0379477
0.15	0.00358711	20	0.0379477
0.15	0.00384333	20	0.0379477
0.15	0.00409955	20	0.0379477
0.15	0.00435577	20	0.0379477
0.15	0.004612	20	0.0379477
0.15	0.00486822	20	0.0379477
0.15	0.00512444	20	0.0379477
0.15	0.00538066	20	0.0379477
0.15	0.00563688	20	0.0379477
0.15	0.00589311	20	0.0379477
0.15	0.00614933	20	0.0379477
0.15	0.00640555	20	0.0379477


0.2	0	0	0
0.2	0.000256222	4.44028	0.00141897
0.2	0.000512444	8.75406	0.00554643
0.2	0.000768666	12.6485	0.0117442
0.2	0.00102489	15.7718	0.0186893
0.2	0.00128111	17.9136	0.0248019
0.2	0.00153733	19.1343	0.0290535
0.2	0.00179355	19.7022	0.0313882
0.2	0.00204978	19.9158	0.0324006
0.2	0.002306	19.9806	0.0327481
0.2	0.00256222	19.9963	0.0328427
0.2	0.00281844	19.9994	0.0328632
0.2	0.00307466	19.9999	0.0328667
0.2	0.00333089	20	0.0328672
0.2	0.00358711	20	0.0328673
0.2	0.00384333	20	0.0328673
0.2	0.00409955	20	0.0328673
0.2	0.00435577	20	0.0328673
0.2	0.004612	20	0.0328673
