0	0	0	0
0	2.56222e-05	20	0
0	5.12444e-05	20	0
0	7.68666e-05	20	0
0	0.000102489	20	0
0	0.000128111	20	0
0	0.000153733	20	0
0	0.000179355	20	0
0	0.000204978	20	0
0	0.0002306	20	0
0	0.000256222	20	0
0	0.000281844	20	0
0	0.000307466	20	0
0	0.000333089	20	0
0	0.000358711	20	0
0	0.000384333	20	0
0	0.000409955	20	0
0	0.000435577	20	0
0	0.0004612	20	0
0	0.000486822	20	0
0	0.000512444	20	0
0	0.000538066	20	0
0	0.000563688	20	0
0	0.000589311	20	0
0	0.000614933	20	0
0	0.000640555	20	0
0	0.000666177	20	0
0	0.000691799	20	0
0	0.000717422	20	0
0	0.000743044	20	0
0	0.000768666	20	0
0	0.000794288	20	0
0	0.00081991	20	0
0	0.000845533	20	0
0	0.000871155	20	0
0	0.000896777	20	0
0	0.000922399	20	0
0	0.000948021	20	0
0	0.000973644	20	0
0	0.000999266	20	0
0	0.00102489	20	0
0	0.00105051	20	0
0	0.00107613	20	0
0	0.00110175	20	0
0	0.00112738	20	0
0	0.001153	20	0
0	0.00117862	20	0
0	0.00120424	20	0
0	0.00122987	20	0
0	0.00125549	20	0
0	0.00128111	20	0
0	0.00130673	20	0
0	0.00133235	20	0
0	0.00135798	20	0
0	0.0013836	20	0
0	0.00140922	20	0
0	0.00143484	20	0
0	0.00146047	20	0
0	0.00148609	20	0
0	0.00151171	20	0
0	0.00153733	20	0
0	0.00156295	20	0
0	0.00158858	20	0
0	0.0016142	20	0
0	0.00163982	20	0
0	0.00166544	20	0
0	0.00169107	20	0
0	0.00171669	20	0
0	0.00174231	20	0
0	0.00176793	20	0
0	0.00179355	20	0
0	0.00181918	20	0
0	0.0018448	20	0
0	0.00187042	20	0
0	0.00189604	20	0
0	0.00192166	20	0
0	0.00194729	20	0
0	0.00197291	20	0
0	0.00199853	20	0
0	0.00202415	20	0
0	0.00204978	20	0
0	0.0020754	20	0
0	0.00210102	20	0
0	0.00212664	20	0
0	0.00215226	20	0
0	0.00217789	20	0
0	0.00220351	20	0
0	0.00222913	20	0
0	0.00225475	20	0
0	0.00228038	20	0
0	0.002306	20	0
0	0.00233162	20	0
0	0.00235724	20	0
0	0.00238286	20	0
0	0.00240849	20	0
0	0.00243411	20	0
0	0.00245973	20	0
0	0.00248535	20	0
0	0.00251098	20	0
0	0.0025366	20	0
0	0.00256222	20	0
0	0.00258784	20	0
0	0.00261346	20	0
0	0.00263909	20	0
0	0.00266471	20	0
0	0.00269033	20	0
0	0.00271595	20	0
0	0.00274158	20	0
0	0.0027672	20	0
0	0.00279282	20	0
0	0.00281844	20	0
0	0.00284406	20	0
0	0.00286969	20	0
0	0.00289531	20	0
0	0.00292093	20	0
0	0.00294655	20	0
0	0.00297217	20	0
0	0.0029978	20	0
0	0.00302342	20	0
0	0.00304904	20	0
0	0.00307466	20	0
0	0.00310029	20	0
0	0.00312591	20	0
0	0.00315153	20	0
0	0.00317715	20	0
0	0.00320277	20	0
0	0.0032284	20	0
0	0.00325402	20	0
0	0.00327964	20	0
0	0.00330526	20	0
0	0.00333089	20	0
0	0.00335651	20	0
0	0.00338213	20	0
0	0.00340775	20	0
0	0.00343337	20	0
0	0.003459	20	0
0	0.00348462	20	0
0	0.00351024	20	0
0	0.00353586	20	0
0	0.00356149	20	0
0	0.00358711	20	0
0	0.00361273	20	0
0	0.00363835	20	0
0	0.00366397	20	0
0	0.0036896	20	0
0	0.00371522	20	0
0	0.00374084	20	0
0	0.00376646	20	0
0	0.00379209	20	0
0	0.00381771	20	0
0	0.00384333	20	0
0	0.00386895	20	0
0	0.00389457	20	0
0	0.0039202	20	0
0	0.00394582	20	0
0	0.00397144	20	0
0	0.00399706	20	0
0	0.00402269	20	0
0	0.00404831	20	0
0	0.00407393	20	0
0	0.00409955	20	0
0	0.00412517	20	0
0	0.0041508	20	0
0	0.00417642	20	0
0	0.00420204	20	0
0	0.00422766	20	0
0	0.00425328	20	0
0	0.00427891	20	0
0	0.00430453	20	0
0	0.00433015	20	0
0	0.00435577	20	0
0	0.0043814	20	0
0	0.00440702	20	0
0	0.00443264	20	0
0	0.00445826	20	0
0	0.00448388	20	0
